cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
North BendWA,"6,830",p1,,0,y,,,,,,,https://livingsnoqualmie.com/hundreds-fill-downtown-north-bend-peacefully-protest-racial-inequality-stand-in-solidarity-with-black-lives-matter-movement/,,,,North Bend,Washington,47.493,-121.783,✓,Barbara,15,–,W,12,,,,,,,,,,,,1,,,,,1,5349485,"6,830",81.7,1.3,1.8,13.4,"106,135",8,0,0,1,100,,,,,,,,,,,,,,"North Bend, Wash.",3784
Port OrangeFL,"61,601",p2,,0,y,,,,,,,https://www.news-journalonline.com/news/20200531/hundreds-gather-in-port-orange-daytona-to-protest-death-of-george-floyd-in-minneapolis,,"Hundreds gather in Port Orange, Daytona to protest death of George Floyd in Minneapolis",Daytona Beach News-Journal Online,Port Orange,Florida,29.128,-81.005,✓,jugal,8,–,S,6,,,,,,1,,,,,,,,,,,1,1258575,"61,601",81.6,5.6,3.4,7.0,"50,418",8,0,0,0,50,,,,"https://www.google.com/search?q=""Port Orange"" ""Florida"" ""tear gas""",no,,,,,RL,,582,,"Port Orange, Fla.",582
KokomoIN,"57,947",p2,,0,y,,,,,,,https://www.wthr.com/article/woman-charged-after-driving-truck-kokomo-protesters,,Woman charged after driving truck into Kokomo protesters,13 WTHR Indianapolis,Kokomo,Indiana,40.479,-86.134,✓,jugal,9,–,MW,5,,,,,1,,,,,,,,,,,,1,1840392,"57,947",81.6,9.5,1.4,4.0,"43,558",8,0,0,0,40,,,,"https://www.google.com/search?q=""Kokomo"" ""Indiana"" ""tear gas""",no,,,,,AS,,718,,"Kokomo, Ind.",664
EdwardsvilleIL,"24,868",p1,,0,y,,,,,,,https://www.bnd.com/news/local/article243145781.html,,Hundreds protest killing of George Floyd in Edwardsville IL | Belleville News-Democrat,bnd,Edwardsville,Illinois,38.794,-89.952,✓,jugal,8,–,MW,6,,,,,,1,,,,,,,,,,,1,1722697,"24,868",81.6,10.8,2.4,2.5,"69,213",8,1,0,0,60,,,,"https://www.google.com/search?q=""Edwardsville"" ""Illinois"" ""tear gas""",maybe,,,,,AS,,343,,"Edwardsville, Ill.",1507
KewaneeIL,"12,570",p1,,0,y,,,,,,,https://www.starcourier.com/news/20200609/kewanee-steps-up-at-protest,,,,Kewanee,Illinois,41.244,-89.925,✓,jugal,15,–,MW,12,,,,,,,,,,,,1,,,,,1,1739727,"12,570",81.6,4.9,1.2,10.7,"39,392",8,0,0,1,30,,,,,,,,,,,,,,"Kewanee, Ill.",2653
AlbanyOR,"52,736",p2,,0,y,,,,,,,https://democratherald.com/news/local/albany-racial-injustice-protest-draws-1-000/article_d2abff40-8875-5dbe-8ed2-0d8bbce6f44d.html,,"Albany racial injustice protest draws 1,000",Albany Democrat Herald,Albany,Oregon,44.637,-123.106,✓,Juliette,9,–,W,8,,,,,,,,1,,,,,,,,,1,4101000,"52,736",81.5,0.7,1.8,12.3,"55,263",8,0,0,1,50,,,,"https://www.google.com/search?q=""Albany"" ""Oregon"" ""tear gas""",no,,,,,AS,,624,,"Albany, Ore.",697
NorthamptonMA,"28,568",p1,,0,y,,,,,,,https://www.wwlp.com/news/local-news/hampshire-county/march-in-northampton-to-protest-police-brutality/,,March in Northampton to protest police brutality,WWLP,Northampton,Massachusetts,42.318,-72.632,✓,jugal,9,–,NE,7,,,,,,,1,,,,,,,,,,1,2546330,"28,568",81.5,2.3,4.7,8.5,"64,850",8,0,0,0,60,,,,"https://www.google.com/search?q=""Northampton"" ""Massachusetts"" ""tear gas""",no,,,,,AS,,713,,"Northampton, Mass.",1338
Friday HarborWA,"2,554",p1,,0,y,,,,,,,https://sanjuanislander.com/news-articles/people/31205/peaceful-protest-in-friday-harbor,,Peaceful protest in Friday Harbor,sanjuanislander.com,Friday Harbor,Washington,48.534,-123.017,✓,dawn,8,–,W,7,,,,,,,1,,,,,,,,,,1,5325615,"2,554",81.5,0.8,1.7,13.4,"49,323",8,0,0,1,40,,,,"https://www.google.com/search?q=""Friday Harbor"" ""Washington"" ""tear gas""",no,,,,,RL,,363,,"Friday Harbor, Wash.",6745
Toms RiverNJ,"88,712",p2,,0,y,,,,,,,https://www.app.com/story/news/local/toms-river-area/toms-river/2020/06/02/police-march-protestors-george-floyd-rally-toms-river/3124146001/,,,,Toms River,New Jersey,39.963,-74.199,✓,jugal,13,–,NE,8,,,,,,,,1,,,,,,,,,1,3473110,"88,712",81.5,2.7,4.2,9.7,"77,401",8,0,0,0,70,,,,,,,,,,,,,,"Toms River, N.J.",
TorringtonCT,"34,737",p1,,0,y,,,,,,,https://www.rep-am.com/local/localnews/2020/06/03/hundreds-attend-george-floyd-protest-in-torrington-police-chief-says-change-needed/,,,,Torrington,Connecticut,41.801,-73.086,✓,jugal,14,–,NE,9,,,,,,,,,1,,,,,,,,1,976500,"34,737",81.5,2.7,2.5,11.4,"63,576",8,0,0,1,60,,,,,,,,,,,,,,"Torrington, Conn.",1142
JacksonvilleIL,"18,914",p1,,0,y,,,,,,,https://www.myjournalcourier.com/news/article/Dozens-line-Jacksonville-street-in-peaceful-15323813.php,,,,Jacksonville,Illinois,39.722,-90.229,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,1738115,"18,914",81.5,11.4,0.8,3.9,"41,635",8,1,0,0,40,,,,,,,,,,,,,,"Jacksonville, Ill.",1951
East SetauketNY,"13,442",p1,,0,n,,,,,,,https://www.longislandhub.com/setauket-patriots-open-up-ny-rally,,,,East Setauket,New York,40.944,-73.096,✓,Yuri,15,–,NE,5,,,,,1,,,,,,,,,,,,1,3666481,"13,442",81.5,1.2,9.1,5.7,"142,928",8,0,0,0,120,,,,,,,,,,,,,,"East Setauket, N.Y.",
CorneliusNC,"28,649",p1,,0,y,,,,,,,https://www.charlotteobserver.com/news/local/article243235776.html,,,,Cornelius,North Carolina,35.481,-80.860,✓,Yuri,15,–,S,9,,,,,,,,,1,,,,,,,,1,3714700,"28,649",81.5,7.7,2.4,6.4,"88,366",8,0,0,0,80,,,,,,,,,,,,,,"Cornelius, N.C.",1270
SpokaneWA,"214,804",p3,,2,y,,,,y,,,https://www.spokesman.com/stories/2020/may/31/protesters-gather-in-downtown-spokane-to-demonstra/,https://www.spokesman.com/stories/2020/jun/07/protesters-begin-gathering-in-downtown-spokane-for/,"Thousands march in Spokane on Sunday to protest George Floyd’s death, police brutality",Spokesman.com,Spokane,Washington,47.670,-117.420,✓,juliette,8,–,W,6,,,,,,1,,,,,,,1,,,,2,5367000,"214,804",81.4,2.1,3.4,6.5,"47,822",8,0,0,0,40,,,,"https://www.google.com/search?q=""Spokane"" ""Washington"" ""tear gas""",yes,https://www.spokesman.com/stories/2020/may/31/spokane-police-use-tear-gas-to-stop-looting-at-nik/,,RL emailed,"Libby Kamrowski/The Spokesman-Review, via Associated Press",RL,,211,,"Spokane, Wash.",99
Idaho FallsID,"60,147",p2,,3,y,,,y,,,,https://www.eastidahonews.com/2020/05/locals-hold-rally-to-protest-the-death-of-george-floyd/,,Locals hold rally to protest the death of George Floyd | East Idaho News,East Idaho News,Idaho Falls,Idaho,43.494,-112.046,✓,jugal,8,–,W,4,,,,1,,,,,,,,,,,,,1,1639700,"60,147",81.4,0.7,1.3,13.8,"50,482",8,0,0,1,50,,,,"https://www.google.com/search?q=""Idaho Falls"" ""Idaho"" ""tear gas""",no,,,,,RL,,303,,"Idaho Falls, Idaho",599
Tinley ParkIL,"56,898",p2,,0,y,,,,,,,https://patch.com/illinois/tinleypark/protest-oak-park-avenue-tinley-park-draws-hundreds,,,,Tinley Park,Illinois,41.597,-87.785,✓,jugal,15,–,MW,8,,,,,,,,1,,,,,,,,,1,1775484,"56,898",81.4,4.3,3.0,10.1,"76,183",8,0,0,1,70,,,,,,,,,,,,,,"Tinley Park, Ill.",687
AthensTN,"13,752",p1,,0,y,,,,,,,https://www.dailypostathenian.com/news/collection_0b37eaaf-24a5-53f2-aa3b-6bf655b4de6c.html,,,,Athens,Tennessee,35.445,-84.595,✓,jugal,15,–,S,9,,,,,,,,,1,,,,,,,,1,4702320,"13,752",81.4,9.6,1.3,4.7,"29,525",8,0,0,0,20,,,,,,,,,,,,,,"Athens, Tenn.",2404
AppletonWI,"74,234",p2,,0,y,,,,,,,https://www.postcrescent.com/story/news/2020/05/30/george-floyd-killing-sparks-appleton-protest-more-than-1-000-people/5285024002/,,"Peaceful protest in Appleton draws more than 1,000 people after George Floyd killing",Post-Crescent Media,Appleton,Wisconsin,44.262,-88.408,✓,,4,–,MW,5,,,,,1,,,,,,,,,,,,1,5502375,"74,234",81.3,3.1,7.4,5.7,"56,459",8,0,0,0,50,,,,"https://www.google.com/search?q=""Appleton"" ""Wisconsin"" ""tear gas""",no,,,,,RL,y,106,,"Appleton, Wis.",485
New CastlePA,"22,188",p1,,0,y,,,,,,,https://www.ncnewsonline.com/news/local_news/crowd-turns-out-for-calm-protest-march-in-new-castle/article_84caeb25-bd26-5b86-9881-940195f5b3cf.html,,,,New Castle,Pennsylvania,41.004,-80.347,✓,dawn,8,–,NE,6,,,,,,1,,,,,,,,,,,1,4253368,"22,188",81.3,11.2,0.2,2.7,"33,451",8,1,0,0,30,,,,"https://www.google.com/search?q=""New Castle"" ""Pennsylvania"" ""tear gas""",no,,,,,AS,,333,,"New Castle, Pa.",1728
HoughtonMI,"7,934",p1,,0,y,,,,,,,https://www.uppermichiganssource.com/content/news/Protesters-march-in-Houghton-over-police-brutality-and-death-of-George-Floyd-571000471.html,,Protesters march in Houghton over police brutality and death of George Floyd,www.uppermichiganssource.com,Houghton,Michigan,47.121,-88.571,✓,jugal,9,–,MW,9,,,,,,,,,1,,,,,,,,1,2639360,"7,934",81.3,2.4,10.4,2.1,"24,133",8,0,1,0,20,,,,,,,,,,,,,,"Houghton, Mich.",3692
BethpageNY,"17,215",p1,,0,y,,,,,,,https://patch.com/new-york/farmingdale/simultaneous-rallies-scheduled-be-held-bethpage,,,,Bethpage,New York,40.743,-73.482,✓,jugal,13,–,NE,12,,,,,,,,,,,,1,,,,,1,3606387,"17,215",81.3,0.9,7.7,9.6,"116,838",8,0,0,0,100,,,,,,,,,,,,,,"Bethpage, N.Y.",
FishersIN,"88,717",p2,,0,y,,,,,,,https://www.indystar.com/picture-gallery/news/local/hamilton-county/fishers/2020/06/02/fishers-protest/5314337002/,,,,Fishers,Indiana,39.958,-86.017,✓,jugal,15,–,MW,7,,,,,,,1,,,,,,,,,,1,1823278,"88,717",81.3,5.8,6.5,3.4,"105,042",8,0,0,0,100,,,,,,,,,,,,,,"Fishers, Ind.",338
Sioux FallsSD,"174,151",p3,,3,y,,,,,,,https://www.argusleader.com/story/news/2020/05/31/march-george-floyd-sioux-falls-south-dakota-protests/5291232002/,https://www.dakotanewsnow.com/content/news/Protesters-ask-for-justice-on-the-streets-of-Sioux-Falls-570899551.html,"City issues curfew, Guard activated after protests at Empire Mall",Argus Leader,Sioux Falls,South Dakota,43.544,-96.731,✓,,7,–,MW,5,,,,,1,1,,,,,,,,,,,2,4659020,"174,151",81.2,5.9,2.5,5.3,"59,017",8,0,0,0,50,PROTEST SCHEDULED for 5p,,,"https://www.google.com/search?q=""Sioux Falls"" ""South Dakota"" ""tear gas""",CONFIRMED,https://www.facebook.com/watch/?v=2082344145245488,this video is pretty clear: https://twitter.com/TylerJRoney/status/1267287313601703937,"talked on phone, got confirmation",,RL,,195,,"Sioux Falls, S.D.",139
Nevada CityCA,"3,128",p1,,0,y,,,,,,,https://yubanet.com/regional/peaceful-solidarity-protests-in-nevada-county-photo-gallery/,,,,Nevada City,California,39.262,-121.017,✓,jugal,14,–,W,6,,,,,,1,,,,,,,,,,,1,650874,"3,128",81.2,1.4,1.0,6.8,"43,098",8,0,0,0,40,,,,,,,,,,,,,,"Nevada City, Calif.",6096
StauntonVA,"24,452",p1,,0,y,,,,,,,https://www.whsv.com/video?vid=570900862,,People gather in Staunton to protest, ,Staunton,Virginia,38.153,-79.057,✓,jugal,8,–,S,5,,,,,1,,,,,,,,,,,,1,5175216,"24,452",81.1,11.4,1.4,3.0,"48,049",8,1,0,0,40,,,,"https://www.google.com/search?q=""Staunton"" ""Virginia"" ""tear gas""",no,,,,,AS,,456,,"Staunton, Va.",1525
HinsdaleIL,"17,654",p1,,0,y,,,,,,,https://www.mysuburbanlife.com/2020/06/03/video-scenes-from-hinsdales-black-lives-matter-protest/a5doxa7/,https://www.mysuburbanlife.com/2020/06/04/theres-a-change-in-the-air-protesters-rally-march-through-hinsdale-to-shed-light-on-injustice/as58gk6/,Video: Scenes from Hinsdale's Black Lives Matter protest,www.mysuburbanlife.com,Hinsdale,Illinois,41.802,-87.929,✓,jugal,9,–,MW,9,,,,,,,,,1,,,,,,,,1,1735307,"17,654",81.1,1.2,11.3,4.5,"188,684",8,0,1,0,150,,,,,,,,,,,,,,"Hinsdale, Ill.",2031
CarmelIN,"90,163",p2,,0,y,,,,,,,https://www.indystar.com/story/news/local/hamilton-county/carmel/2020/06/02/carmel-indiana-issues-tuesday-night-curfew/3126110001/,,,,Carmel,Indiana,39.968,-86.142,✓,jugal,11,–,MW,7,,,,,,,1,,,,,,,,,,1,1810342,"90,163",81.1,2.6,10.2,3.6,"116,867",8,0,1,0,100,,,,,,,,,,,,,,"Carmel, Ind.",310
ChadronNE,"5,654",p1,,0,y,,,,,,,https://rivercountry.newschannelnebraska.com/story/42212725/peaceful-floyd-protest-march-and-rally-draws-around-125-people-in-chadron,,,,Chadron,Nebraska,42.829,-103.001,✓,jugal,11,–,MW,8,,,,,,,,1,,,,,,,,,1,3108605,"5,654",81.1,2.4,0.8,4.4,"52,201",8,0,0,0,50,,,,,,,,,,,,,,"Chadron, Neb.",4531
ParsonsKS,"9,876",p1,,0,y,,,,,,,https://www.koamnewsnow.com/hundreds-of-parsons-residents-police-officers-protest-together-against-police-brutality-and-racial-injustice//,,,,Parsons,Kansas,37.340,-95.267,✓,jugal,13,–,MW,12,,,,,,,,,,,,1,,,,,1,2054675,"9,876",81.1,7.9,0.2,6.8,"41,653",8,0,0,0,40,,,,,,,,,,,,,,"Parsons, Kan.",3192
AthensOH,"24,771",p1,,0,y,,,,,,,"https://www.athensmessenger.com/multimedia/black-lives-matter-protest-in-downtown-athens/collection_e39b3b1e-e403-5daa-add3-2a90c0516bd9.html
https://www.thepostathens.com/article/2020/06/police-brutality-peaceful-protest-george-floyd","https://woub.org/2020/06/01/we-will-fight-for-whats-right-people-march-for-george-floyd-in-athens/
https://www.athensnews.com/news/local/athens-protesters-stand-in-solidarity/article_e6500dea-a508-11ea-b12e-5bb8fa7af624.html",,,Athens,Ohio,39.328,-82.104,✓,Alex,15,–,MW,5,,,,,1,1,,1,,,,,,,,,3,3902736,"24,771",81.1,5.1,6.6,3.3,"27,435",8,0,0,0,20,,,,,,,,,,,,,,"Athens, Ohio",1555
MuncieIN,"69,164",p2,,0,y,,,,,,,https://www.thestarpress.com/story/news/local/2020/05/31/muncies-second-floyd-protest-rally-held-city-hall/5301237002/,,Muncie's second Floyd protest rally held at City Hall,TheStarPress,Muncie,Indiana,40.192,-85.387,✓,jugal,9,–,MW,6,,,,,,1,,,,,,,,,,,1,1851876,"69,164",81.0,11.3,1.8,3.4,"33,616",8,1,0,0,30,,,,"https://www.google.com/search?q=""Muncie"" ""Indiana"" ""tear gas""",no,,,,,AS,,717,,"Muncie, Ind.",538
BradleyIL,"15,428",p1,,0,y,,,,,,,https://www.daily-journal.com/news/local/more-than-100-people-at-rally-in-bradley/article_efb88f44-a2bd-11ea-89f8-b356ba02b470.html,,More than 100 people at rally in Bradley,The Daily Journal,Bradley,Illinois,41.148,-87.851,✓,jugal,8,–,MW,5,,,,,1,,,,,,,,,,,,1,1707744,"15,428",81.0,5.7,0.9,11.9,"61,373",8,0,0,1,60,,,,"https://www.google.com/search?q=""Bradley"" ""Illinois"" ""tear gas""",no,,,,,AS,,500,,"Bradley, Ill.",2268
Vero BeachFL,"16,558",p1,,0,y,,,,,,,https://www.wptv.com/news/region-indian-river-county/vero-beach/protests-planned-on-thursday-in-vero-beach,,,,Vero Beach,Florida,27.639,-80.401,✓,jugal,12,–,S,10,,,,,,,,,,1,,,,,,,1,1274150,"16,558",81.0,7.4,1.0,8.8,"46,329",8,0,0,0,40,,,,,,,,,,,,,,"Vero Beach, Fla.",2049
Rancho MirageCA,"18,075",p1,,0,y,,,,,,,https://www.desertsun.com/story/news/local/2020/06/03/rally-underway-rancho-mirage-string-desert-protests-continue/3139176001/,,,,Rancho Mirage,California,33.771,-116.425,✓,jugal,13,–,W,9,,,,,,,,,1,,,,,,,,1,659500,"18,075",81.0,2.2,5.1,9.8,"71,227",8,0,0,0,70,,,,,,,,,,,,,,"Rancho Mirage, Calif.",1956
RichmondIN,"35,653",p1,,0,y,,,,,,,https://www.pal-item.com/story/news/local/2020/05/31/be-chill-hundreds-richmond-put-peaceful-protest-police-violence/5302936002/,,,,Richmond,Indiana,39.831,-84.890,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,1864260,"35,653",81.0,8.5,1.7,5.0,"37,145",8,0,0,0,30,,,,,,,,,,,,,,"Richmond, Ind.",1103
KellerTX,"46,175",p1,,0,y,,,,,,,https://communityimpact.com/dallas-fort-worth/keller-roanoke-northeast-fort-worth/public-safety/2020/06/08/thousands-from-keller-community-attend-peaceful-george-floyd-demonstration/,,,,Keller,Texas,32.934,-97.225,✓,barbara,15,–,S,13,,,,,,,,,,,,,1,,,,1,4838632,"46,175",81.0,1.7,5.5,9.1,"133,266",8,0,0,0,120,,,,,,,,,,,,,,"Keller, Texas",836
LaramieWY,"32,178",p1,,0,y,,,,,,,https://www.laramieboomerang.com/laramie/protests-reach-laramie/article_d13e927d-fe0c-541c-b391-8d1be46a4e03.html,,Protests reach Laramie,Laramie Boomerang,Laramie,Wyoming,41.311,-105.594,✓,jugal,9,–,W,8,,,,,,,,1,,,,,,,,,1,5645050,"32,178",80.9,1.2,3.2,10.6,"44,186",8,0,0,1,40,,,,"https://www.google.com/search?q=""Laramie"" ""Wyoming"" ""tear gas""",no,,,,,AS,,677,,"Laramie, Wyo.",1189
DurangoCO,"18,321",p1,,0,y,,,,,,,https://durangoherald.com/articles/326451,,Hundreds gather in Durango to protest police violence,Durango Herald,Durango,Colorado,37.273,-107.881,✓,jugal,8,–,W,5,,,,,1,,,,,,,,,,,,1,822035,"18,321",80.9,0.5,0.4,10.0,"63,167",8,0,0,1,60,,,,"https://www.google.com/search?q=""Durango"" ""Colorado"" ""tear gas""",no,,,,,AS,,587,,"Durango, Colo.",1917
CranfordNJ,"23,882",p1,,0,y,,,,,,,https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html,,N.J. has had dozens of George Floyd protests so far. Here’s what’s happened at them.,nj,Cranford,New Jersey,40.656,-74.304,✓,jugal,9,–,NE,8,,,,,,,,1,,,,,,,,,1,3403915640,"23,882",80.9,2.5,3.3,10.1,"126,655",8,0,0,1,120,,,,,,,,,,,,,,"Cranford, N.J.",
CentraliaIL,"12,538",p1,,0,y,,,,,,,https://www.southernillinoisnow.com/2020/05/31/peaceful-demonstration-held-at-bell-tower-park-in-centralia-over-death-of-george-floyd/,,,,Centralia,Illinois,38.528,-89.131,✓,jugal,15,–,MW,5,,,,,1,,,,,,,,,,,,1,1712164,"12,538",80.9,9.4,1.2,4.0,"36,896",8,0,0,0,30,,,,,,,,,,,,,,"Centralia, Ill.",2680
CollinsvilleIL,"24,756",p1,,0,y,,,,,,,https://www.stltoday.com/news/local/about-300-demonstrators-gather-in-collinsville-to-condemn-racism/article_25e10be0-9bfb-5741-b4fd-c69791ef18a0.html,,,,Collinsville,Illinois,38.670,-89.986,✓,jugal,15,–,MW,12,,,,,,,,,,,,1,,,,,1,1715599,"24,756",80.9,12.2,1.2,4.0,"52,394",8,1,0,0,50,,,,,,,,,,,,,,"Collinsville, Ill.",1571
SeasideOR,"6,643",p1,,0,y,,,y,,,,https://www.oregonlive.com/news/2020/06/oregonians-rally-statewide-in-support-of-black-lives-matter-movement.html ,https://www.seasidesignal.com/news/local-news/demonstrators-show-support-for-floyd-black-lives-matter/article_48201c28-a6a7-11ea-ba9d-731c4866a81d.html,,,Seaside,Oregon,45.993,-123.921,✓,Alex,15,–,W,10,,,,,,,,,,1,,,,,,,1,4165950,"6,643",80.9,0.9,1.3,12.0,"42,169",8,0,0,1,40,,,,,,,,,,,,,,"Seaside, Ore.",3961
